X       function(x)
-62,831853;NaN
-62,731853;976973184446,132900
-62,631853;218801976,551031
-62,531853;1399841,687870
-62,431853;30855,100336
-62,331853;966,802521
-62,231853;-21,657696
-62,203535;-29,839672
-62,131853;-14,247638
-62,031853;3,781044
-61,931853;12,891668
-61,831853;22,806896
-61,731853;42,940892
-61,631853;97,055703
-61,531853;295,532681
-61,431853;1598,906286
-61,331853;45575,469701
-61,231853;1295313,958168
-61,131853;2700,266499
-61,031853;208,196369
-60,931853;34,658888
-60,831853;7,487732
-60,731853;1,822928
-60,631853;1,381612
-60,531853;4,990554
-60,431853;24,212878
-60,331853;146,283908
-60,231853;1194,439236
-60,131853;14798,008043
-60,031853;343956,380228
-59,931853;23309458,174918
-59,831853;14907339088,786960
-59,731853;37186761243538656,000000
-59,631853;629728639311986,900000
-59,531853;3756949946,297150
-59,431853;9210563,952405
-59,331853;138032,253771
-59,231853;4147,866510
-59,131853;66,582602
-59,061942;-34,367864
-59,031853;-29,780693
-58,931853;-6,885076
-58,831853;4,400221
-58,731853;12,878191
-58,631853;27,228668
-58,531853;62,092453
-58,431853;172,351904
-58,331853;709,844034
-58,231853;7724,236148
-58,131853;43504164,249079
-58,031853;14081,582691
-57,931853;519,276699
-57,831853;66,737387
-57,731853;11,661384
-57,631853;1,318781
-57,531853;-0,273935
-57,431853;1,673739
-57,331853;11,578750
-57,231853;66,713521
-57,131853;477,893213
-57,031853;4887,104006
-56,931853;84369,433136
-56,831853;3382872,298096
-56,731853;665424269,970815
-56,631853;8997677802614,918000
-56,531853;1956504633206479000000,000000
-56,431853;149918622674,472700
-56,331853;81165769,732110
-56,231853;695232,251350
-56,131853;17209,911436
-56,031853;513,168880
-55,931853;-28,894015
-55,920349;-29,839672
-55,831853;-10,171143
-55,731853;5,629499
-55,631853;14,283373
-55,531853;25,140483
-55,431853;48,511076
-55,331853;114,121740
-55,231853;372,442569
-55,131853;2354,178532
-55,031853;130707,274079
-54,931853;202776,012435
-54,831853;1587,804578
-54,731853;148,964651
-54,631853;26,511740
-54,531853;5,837748
-54,431853;1,512438
-54,331853;1,623290
-54,231853;6,428768
-54,131853;32,195387
-54,031853;203,393013
-53,931853;1763,922376
-53,831853;23842,523784
-53,731853;636980,297355
-53,631853;55910328,314830
-53,531853;68408651508,421940
-53,431853;18650883362843780000,000000
-53,331853;30084976733835,690000
-53,231853;1101266300,162524
-53,131853;4175761,719947
-53,031853;74473,241614
-52,931853;2323,978941
-52,831853;9,481927
-52,778757;-34,367864
-52,731853;-25,475061
-52,631853;-4,344361
-52,531853;5,770802
-52,431853;14,634442
-52,331853;31,004730
-52,231853;72,453840
-52,131853;210,992648
-52,031853;963,188292
-51,931853;14343,825399
-51,831853;2583519323,526164
-51,731853;6709,935556
-51,631853;350,570607
-51,531853;49,440623
-51,431853;8,610949
-51,331853;0,721012
-51,231853;-0,188424
-51,131853;2,469869
-51,031853;15,449363
-50,931853;91,090803
-50,831853;686,692936
-50,731853;7560,265744
-50,631853;146128,885471
-50,531853;7121681,279169
-50,431853;2129599684,387717
-50,331853;135776392167935,250000
-50,231853;476803488575680700,000000
-50,131853;29520643073,306488
-50,031853;32272787,768036
-49,931853;355296,227713
-49,831853;9668,970834
-49,731853;256,598002
-49,637164;-29,839672
-49,631853;-29,582110
-49,531853;-6,534851
-49,431853;7,285105
-49,331853;15,737675
-49,231853;27,795798
-49,131853;55,107765
-49,031853;135,386097
-48,931853;477,512845
-48,831853;3634,729340
-48,731853;563486,554748
-48,631853;56263,113027
-48,531853;983,547215
-48,431853;108,354110
-48,331853;20,393066
-48,231853;4,558927
-48,131853;1,308700
-48,031853;1,974137
-47,931853;8,321173
-47,831853;43,092390
-47,731853;285,314357
-47,631853;2637,197158
-47,531853;39141,648658
-47,431853;1218062,323965
-47,331853;143402138,685225
-47,231853;390899769091,668700
-47,131853;15376221382961900000000000,000000
-47,031853;2654612573952,672400
-46,931853;359832280,496008
-46,831853;1971977,390269
-46,731853;40825,140235
-46,631853;1284,858731
-46,531853;-18,855924
-46,495571;-34,367864
-46,431853;-21,026768
-46,331853;-2,141715
-46,231853;7,114297
-46,131853;16,588119
-46,031853;35,407042
-45,931853;85,053281
-45,831853;261,395690
-45,731853;1345,190539
-45,631853;30185,036338
-45,531853;4705786,893796
-45,431853;3547,000813
-45,331853;242,535550
-45,231853;36,844495
-45,131853;6,277380
-45,031853;0,288300
-44,931853;-0,017791
-44,831853;3,495923
-44,731853;20,620937
-44,631853;125,271484
-44,531853;997,210352
-44,431853;11878,909685
-44,331853;259553,399030
-44,231853;15724734,643890
-44,131853;7705442149,052775
-44,031853;4538082167420915,000000
-43,931853;3663468467530110,000000
-43,831853;7025729094,688034
-43,731853;13612960,624659
-43,631853;186094,716859
-43,531853;5449,112181
-43,431853;113,656387
-43,353979;-29,839672
-43,331853;-26,976288
-43,231853;-3,352413
-43,131853;8,800649
-43,031853;17,290439
-42,931853;30,840137
-42,831853;62,974998
-42,731853;162,189278
-42,631853;624,443970
-42,531853;5959,026265
-42,431853;6067265,879746
-42,331853;20994,813373
-42,231853;635,015706
-42,131853;79,919832
-42,031853;15,755686
-41,931853;3,569765
-41,831853;1,199413
-41,731853;2,455462
-41,631853;10,822324
-41,531853;58,080608
-41,431853;403,976220
-41,331853;3994,905012
-41,231853;65576,532699
-41,131853;2413772,332539
-41,031853;397779246,422752
-40,931853;2997096899085,141600
-40,831853;4322876087200230000000000,000000
-40,731853;351427487801,808170
-40,631853;128607641,355510
-40,531853;964752,612929
-40,431853;22661,664488
-40,331853;692,288862
-40,231853;-31,023188
-40,212386;-34,367864
-40,131853;-16,815804
-40,031853;-0,215789
-39,931853;8,469288
-39,831853;18,785248
-39,731853;40,571457
-39,631853;100,514341
-39,531853;328,265306
-39,431853;1945,110938
-39,331853;76499,901164
-39,231853;440978,923717
-39,131853;2023,561157
-39,031853;171,199129
-38,931853;27,555885
-38,831853;4,488709
-38,731853;-0,008923
-38,631853;0,243105
-38,531853;4,821773
-38,431853;27,585033
-38,331853;173,622844
-38,231853;1464,492982
-38,131853;18979,444758
-38,031853;473952,368789
-37,931853;36658881,827417
-37,831853;32461208610,687763
-37,731853;657617976860823940,000000
-37,631853;115521289071662,330000
-37,531853;1940078005,070718
-37,431853;6040461,492943
-37,331853;99535,496226
-37,231853;3064,917135
-37,131853;36,207361
-37,070793;-29,839672
-37,031853;-22,918856
-36,931853;-0,591761
-36,831853;10,223985
-36,731853;18,978623
-36,631853;34,354529
-36,531853;72,427882
-36,431853;196,409396
-36,331853;835,533665
-36,231853;10565,274459
-36,131853;6430613461,891937
-36,031853;9392,240076
-35,931853;424,004875
-35,831853;59,644856
-35,731853;12,213815
-35,631853;2,809321
-35,531853;1,177499
-35,431853;3,098088
-35,331853;14,146389
-35,231853;78,857893
-35,131853;577,626877
-35,031853;6137,100077
-34,931853;112319,471262
-34,831853;4977922,497201
-34,731853;1210696883,362700
-34,631853;34790611302179,574000
-34,531853;12220334868456507000,000000
-34,431853;62050612601,059616
-34,331853;49553746,644081
-34,231853;486658,525500
-34,131853;12692,645307
-34,031853;355,723537
-33,931853;-34,343863
-33,929201;-34,367864
-33,831853;-13,009327
-33,731853;1,492849
-33,631853;9,872388
-33,531853;21,278655
-33,431853;46,668763
-33,331853;119,677457
-33,231853;418,699565
-33,131853;2934,920625
-33,031853;263143,920208
-32,931853;98433,229314
-32,831853;1223,566105
-32,731853;122,852298
-32,631853;20,632384
-32,531853;3,118521
-32,431853;-0,192203
-32,331853;0,605072
-32,231853;6,543645
-32,131853;37,037371
-32,031853;242,650457
-31,931853;2176,575024
-31,831853;30876,833388
-31,731853;892288,416222
-31,631853;90973393,315025
-31,531853;165951404093,814850
-31,431853;3752571473183928500000,000000
-31,331853;7890711321716,463000
-31,231853;603754417,661283
-31,131853;2800039,965119
-31,031853;54178,815445
-30,931853;1709,117543
-30,831853;-3,683948
-30,787608;-29,839672
-30,731853;-18,423845
-30,631853;1,800312
-30,531853;11,598543
-30,431853;20,841670
-30,331853;38,437935
-30,231853;83,877946
-30,131853;240,726975
-30,031853;1148,515862
-29,931853;20833,715622
-29,831853;31328988,507395
-29,731853;4748,589039
-29,631853;291,056763
-29,531853;44,956337
-29,431853;9,491672
